record_id,site_mut,water_type,datetime,src,qc,temp_field,do_percent_field,spc_field,ec_field,ph_field,turbidity_field,ec_lab,ph_lab,tn_mg_l,tp_mg_l,cl_mg_l,hco3_mg_l,so4_mg_l,na_mg_l,ca_mg_l,mg_mg_l,k_mg_l
201401291450_GW06_BrawlinRoad,4,1,29/01/2014 14:50,1,1,25.3,,6790,,6.73,,,,,,2086.7,712,8.3,446.21,528.42,272.81,3.45
201401291717_GW12_GlenarchyFarField,10,1,29/01/2014 17:17,1,1,18.8,,4600,,6.92,,,,,,974.39,754,210.65,615.38,114.11,139.74,1.18
201401291750_GW10_GlenarchyMiddleArtesian,8,1,29/01/2014 17:50,1,1,22.4,,3340,,7.04,,,,,,604.76,676,150.18,383.25,102.2,117.68,1.1
201401291900_GW11_GlenarchyCreekShallow,9,1,29/01/2014 19:00,1,1,20.5,,2830,,6.98,,,,,,441.43,632,151.23,241.01,100.85,93.4,2.86
201401300800_GW13_AmarooDeep,11,1,30/01/2014 8:00,1,1,19.3,,5760,,6.92,,,,,,1701.89,439,154.09,842.01,150.83,157.33,2.2
201401301320_GW03_Coolac,1,1,30/01/2014 13:20,1,1,20.1,,1980,,7.18,,,,,,230.2,856,46.14,125.78,95.15,132.2,0.55
201401311100_GW14_DinyahShallowBerthong,12,1,31/01/2014 11:00,1,1,20,,10310,,7.25,,,,,,2846.03,468,1022.27,903.2,968.68,330.27,10.23
201401311100_GW15_DinyahDeepBerthong,13,1,31/01/2014 11:00,1,1,18.8,,4690,,6.98,,,,,,920.88,681,879.15,347.68,372.1,185.9,2.19
201403151045_GW03_Coolac,1,1,15/03/2014 10:45,1,1,19.5,,1810,,7.1,,,,,,250.37,842,49.1,120.34,113.77,163.13,0.61
201403151450_GW05_FairviewField,3,1,15/03/2014 14:50,1,1,19.9,,5480,,6.95,,,,,,1742.44,627,81.89,698.5,231.12,123.79,1.93
201403151530_GW04_FairviewRoad,2,1,15/03/2014 15:30,1,1,18.4,,4320,,6.68,,,,,,1096.73,561,58.35,234.74,294.02,153.61,2.5
201403151715_GW08_WavehillAnimallHospital,6,1,15/03/2014 17:15,1,1,18.4,,2290,,7.08,,,,,,415.53,695,78.39,167.44,142.5,155.33,3.24
201403151800_GW09_WavehillWindmill,7,1,15/03/2014 18:00,1,1,18.5,,1370,,7.44,,,,,,175.99,512,36.23,125.07,98.87,41.95,0.79
201403161000_GW06_BrawlinRoad,4,1,16/03/2014 10:00,1,1,18,,6210,,6.8,,,,,,888.99,754,17.08,218.61,396.93,166.1,1.36
201403161230_GW13_AmarooDeep,11,1,16/03/2014 12:30,1,1,17.1,,5300,,6.89,,,,,,1613.51,412,145.55,831.46,145.24,149.27,1.65
201403211500_GW11_GlenarchyCreekShallow,9,1,21/03/2014 15:00,1,1,22.5,,2350,,7.2,,,,,,488.63,634,139.78,310.91,107.54,95.14,2.96
201403211600_GW10_GlenarchyMiddleArtesian,8,1,21/03/2014 16:00,1,1,20,,2980,,6.97,,,,,,628.29,700,145.78,397.7,95.08,104.39,1.13
201403211700_GW12_GlenarchyFarField,10,1,21/03/2014 17:00,1,1,18.4,,3980,,6.91,,,,,,990.13,808,213.34,589.08,125.72,141.21,1.68
201403211815_GW15_DinyahDeepBerthong,13,1,21/03/2014 18:15,1,1,18.1,,4340,,6.83,,,,,,933.86,722,705.98,339.1,396.88,206.35,2.33
201403211900_GW14_DinyahShallowBerthong,12,1,21/03/2014 19:00,1,1,20.7,,8490,,7.03,,,,,,2704.72,503,834.04,966.49,958.64,344.34,9.68
201403220930_GW07_BrawlinFarFence,5,1,22/03/2014 9:30,1,1,22.04,,12720,,6.93,,,,,,4526.31,781,1237.37,2148.28,597.33,526.57,5.63
201405221540_GW11_GlenarchyCreekShallow,9,1,22/05/2014 15:40,1,1,18.5,,2280,,7.26,,,,,,338.36,673,172.53,313.98,110.48,98.86,3.3
201405221615_GW10_GlenarchyMiddleArtesian,8,1,22/05/2014 16:15,1,1,17.4,,2810,,7.14,,,,,,708.12,669,134.79,426.15,119.05,128.53,1.61
201405221705_GW12_GlenarchyFarField,10,1,22/05/2014 17:05,1,1,17.3,,3790,,7.21,,,,,,1118.8,739,207.22,652.75,129.72,152.18,2.7
201405230730_GW07_BrawlinFarFence,5,1,23/05/2014 7:30,1,1,17.6,,12010,,7.41,,,,,,4504.28,996,669.78,1760.27,503.88,471.5,11.06
201405230945_GW06_BrawlinRoad,4,1,23/05/2014 9:45,1,1,17.7,,5850,,7.11,,,,,,1363.72,752,6.31,306.5,423.14,223.3,2.53
201405231140_GW08_WavehillAnimallHospital,6,1,23/05/2014 11:40,1,1,17.4,,2090,,7.47,,,,,,417.78,698,90.18,192.24,155.63,139.33,2.75
201405231230_GW09_WavehillWindmill,7,1,23/05/2014 12:30,1,1,18.3,,1070,,7.95,,,,,,155.04,468,24.68,175.27,55.89,42.52,1.36
201405231400_GW05_FairviewField,3,1,23/05/2014 14:00,1,1,17.4,,5140,,7.27,,,,,,1974.07,625,84.38,773.64,290.92,174.77,2.73
201405231510_GW04_FairviewRoad,2,1,23/05/2014 15:10,1,1,17.2,,4210,,7.19,,,,,,1501.52,573,65.81,323.81,403.12,218.69,5.53
201405231620_GW03_Coolac,1,1,23/05/2014 16:20,1,1,17.8,,1690,,7.05,,,,,,286.55,769,44.85,131.9,85.68,144.2,0.78
201405240905_GW13_AmarooDeep,11,1,24/05/2014 9:05,1,1,16.4,,4910,,7.04,,,,,,1860.16,386,148.15,915.45,155.42,154.69,2.3
201405241050_GW14_DinyahShallowBerthong,12,1,24/05/2014 10:50,1,1,19.1,,7900,,7.52,,,,,,2836.45,522,707.69,906.33,914.55,310.11,13.02
201405241130_GW15_DinyahDeepBerthong,13,1,24/05/2014 11:30,1,1,17.3,,4170,,7.29,,,,,,1000.64,725,957.97,443.19,421.52,226.37,4.49
201407101020_SW01_Coolac,24,2,10/07/2014 10:20,2,3,8,90,739.9,,7.74,,,,,,,,,,,,
201407101120_SW09_Bongongolong,32,2,10/07/2014 11:20,2,3,8.3,90.5,406,,7.8,,,,,,,,,,,,
201407101500_SW05_Cunjegong,28,2,10/07/2014 15:00,2,3,8,94,829,,7.56,,,,,,,,,,,,
201407101700_SW08_SheepStation,31,2,10/07/2014 17:00,2,3,8.8,99.6,1620,,7.76,,,,,,,,,,,,
201407101700_SW15_MuttamaCreek,38,2,10/07/2014 17:00,2,3,8.3,77.4,961,,7.86,,,,,,,,,,,,
201407101730_SW36_NashsLane,59,2,10/07/2014 17:30,2,3,8,53,1126,,7.57,,,,,,,,,,,,
201407111000_SW04_Berthong,27,2,11/07/2014 10:00,2,3,8.4,75,938,,7.85,,,,,,,,,,,,
201407111530_SW02_HoarseLane,25,2,11/07/2014 15:30,2,3,12.2,99.4,1270,,8.46,,,,,,,,,,,,
201407210815_GW04_FairviewRoad,2,1,21/07/2014 8:15,1,1,17,,4833,,6.89,,,,,,1517.29,569,82.82,320.41,360.82,230.3,3.71
201407211130_GW05_FairviewField,3,1,21/07/2014 11:30,1,1,17.3,,5730,,7.42,,,,,,1771.2,671,84.93,740.39,240.87,152.19,2.46
201407211145_GW09_WavehillWindmill,7,1,21/07/2014 11:45,1,1,17.2,,810,,7.53,,,,,,84.74,290,28.12,73.45,39.82,25.13,1
201407211230_GW08_WavehillAnimallHospital,6,1,21/07/2014 12:30,1,1,16.8,,2326,,7.21,,,,,,418.23,698,81.08,199.23,145.98,103.53,1.74
201407211415_GW03_Coolac,1,1,21/07/2014 14:15,1,1,18.1,,2100,,7.21,,,,,,274.83,830,43.92,132.17,79.02,146.24,0.6
201407211500_SW01_Coolac,24,2,21/07/2014 15:00,2,3,7.8,,455.1,305.3,8.35,,,,,,,129.32,,,,,
201407211545_SW02_HoarseLane,25,2,21/07/2014 15:45,2,3,11.2,,1290,949,8.56,,,,,,,583.16,,,,,
201407211630_SW26_ReefCreek,49,2,21/07/2014 16:30,2,3,12.9,,1623,1247,8.48,,,,,,,361.12,,,,,
201407211645_SW03_Cootamundry,26,2,21/07/2014 16:45,2,3,8.6,,1344,923,8.3,,,,,,,119.56,,,,,
201407221200_SW08_SheepStation,31,2,22/07/2014 12:00,2,3,6,,890,565,8.23,,,,,,,102.48,,,,,
201407221215_GW07_BrawlinFarFence,5,1,22/07/2014 12:15,1,1,18.8,,13942,,6.91,,,,,,4514.7,1003,1251.65,1974.76,616.48,480.61,5.7
201407221230_GW06_BrawlinRoad,4,1,22/07/2014 12:30,1,1,17.7,,6690,,6.94,,,,,,2163.26,754,17.9,403.85,525,284.2,2.44
201407221315_SW05_Cunjegong,28,2,22/07/2014 13:15,2,3,6.9,,435.3,284.7,8.91,,,,,,,78.08,,,,,
201407221400_GW13_AmarooDeep,11,1,22/07/2014 14:00,1,1,15.4,,5436,,6.88,,,,,,1788.49,400,159.23,918.37,158.48,155.11,2.26
201407221500_GW16_AmarooShallow,14,1,22/07/2014 15:00,1,1,11.9,,2296,,7.62,,,,,,575.87,190,19.26,289.75,117.17,48.39,10.45
201407221630_SW04_Berthong,27,2,22/07/2014 16:30,2,3,8.8,,787,540,8.67,,,,,,,92.72,,,,,
201407230700_GW14_DinyahShallowBerthong,12,1,23/07/2014 7:00,1,1,13.6,,12067,,7.29,,,,,,4482.93,383,1054.63,986.26,1354.2,389.1,14.77
201407230730_GW15_DinyahDeepBerthong,13,1,23/07/2014 7:30,1,1,14.7,,4804,,7.14,,,,,,1021.23,654,827.75,468.3,394.08,199.91,2.03
201407230800_GW12_GlenarchyFarField,10,1,23/07/2014 8:00,1,1,16.2,,4623,,6.97,,,,,,1012.06,764,198.64,625.78,123.69,131.21,1.68
201407230900_GW10_GlenarchyMiddleArtesian,8,1,23/07/2014 9:00,1,1,16.1,,3242,,7.06,,,,,,678.48,693,142.61,402.81,111.11,119.35,1.59
201407231000_GW11_GlenarchyCreekShallow,9,1,23/07/2014 10:00,1,1,15.1,,2645,,7.19,,,,,,509.54,620,138.51,295.69,112.19,97,2.97
201409291300_GW04_FairviewRoad,2,1,29/09/2014 13:00,1,1,17.2,,5043,,6.53,,,,,,1324.78,717,103.97,291.57,387.2,200.61,3.12
201409291430_GW05_FairviewField,3,1,29/09/2014 14:30,1,1,19,,5481,,6.92,,,,,,1586.38,700,89.1,707.32,217.31,141.84,1.88
201409291600_GW08_WavehillAnimallHospital,6,1,29/09/2014 16:00,1,1,17.8,,2378,,6.97,,,,,,359.3,549,98.16,171.75,114.68,105.09,1.9
201409291700_GW09_WavehillWindmill,7,1,29/09/2014 17:00,1,1,17.5,,1129,,7.4,,,,,,121.85,427,27.85,136.83,51.12,39.32,1.02
201409300700_GW06_BrawlinRoad,4,1,30/09/2014 7:00,1,1,18.1,,6555,,6.5,,,,,,2097.64,791,5.79,382.55,489.6,271.11,2.54
201409300830_GW07_BrawlinFarFence,5,1,30/09/2014 8:30,1,1,21.2,,13457,,7.02,,,,,,4107.55,974,1197.87,2135.7,551.19,553.65,7.05
201409301100_GW13_AmarooDeep,11,1,30/09/2014 11:00,1,1,17.7,,5499,,6.51,,,,,,1730.69,434,151.31,841.29,150.73,153.23,2.21
201409301200_GW16_AmarooShallow,14,1,30/09/2014 12:00,1,1,13.9,,5289,,7.3,,,,,,1612.61,332,40.38,622.63,182.72,119.28,15.38
201409301430_GW11_GlenarchyCreekShallow,9,1,30/09/2014 14:30,1,1,15.2,,2594,,6.74,,,,,,469.75,654,174.12,295.87,106.41,100.63,2.35
201409301500_GW10_GlenarchyMiddleArtesian,8,1,30/09/2014 15:00,1,1,20.9,,2761,,6.83,,,,,,637.24,715,175.56,414.04,106.28,121.61,1.4
201409301600_GW12_GlenarchyFarField,10,1,30/09/2014 16:00,1,1,17.5,,4481,,6.69,,,,,,985.43,783,236.62,655.41,124.47,155.51,2.4
201409301630_GW14_DinyahShallowBerthong,12,1,30/09/2014 16:30,1,1,14.2,,11242,,7.05,,,,,,3562.53,400,744.07,996.33,1095.51,390.52,12.03
201409301700_GW15_DinyahDeepBerthong,13,1,30/09/2014 17:00,1,1,13.9,,4632,,6.71,,,,,,943.73,676,951.06,442.56,400.44,218.02,2.65
201410011530_GW03_Coolac,1,1,1/10/2014 15:30,1,1,17.8,,1812,,7.05,,,,,,190.55,837,54.06,132.69,82.53,147.27,0.72
201410020000_SW01_Coolac,24,2,2/10/2014 0:00,3,3,,,,1690,7.79,,,,,,334,354,111,148,73,90,7
201410021125_SW02_HoarseLane,25,2,2/10/2014 11:25,3,2,,,,1200,8.44,,,,,,157,524,21,57,40,130,1
201410021233_SW15_MuttamaCreek,38,2,2/10/2014 12:33,3,2,,,,2050,7.8,,,,,,403,326,147,198,96,74,8
201410021330_SW09_Bongongolong,32,2,2/10/2014 13:30,3,2,,,,726,7.95,,,,,,128,214,17,59,34,35,5
201410021410_SW36_NashsLane,59,2,2/10/2014 14:10,3,2,,,,1375,7.3,,,,,,161,278,351,163,89,60,8
201410021442_SW03_Cootamundry,26,2,2/10/2014 14:42,3,2,,,,1860,7.48,,,,,,521,138,85,206,82,50,11
201410031550_SW04_Berthong,27,2,3/10/2014 15:50,3,2,,,,986,8.89,,,,,,334,162,111,56.04,26.4,31.44,5.02
201502040000_SW01_Coolac,24,2,4/02/2015 0:00,1,,24.6,,,1604,8.67,,,,,,304.83,476,34.15,147.86,70.2,114.16,9.25
201502040110_GW03_Coolac,1,1,4/02/2015 1:10,1,1,20.4,,2089,,7.98,,,,,,208.9,813,41.96,133.1,89.35,145.1,0.78
201502041605_GW09_WavehillWindmill,7,1,4/02/2015 16:05,1,1,17.9,,1320,,8.24,,,,,,95.03,393,20.94,102.33,47.97,26.78,0.62
201502041650_GW08_WavehillAnimallHospital,6,1,4/02/2015 16:50,1,1,17.3,,2331,,8.05,,,,,,335.63,639,78.34,148.16,131.69,87.41,1.48
201502050720_GW05_FairviewField,3,1,5/02/2015 7:20,1,1,18.1,,5866,,7.86,,,,,,1522.85,605,85.45,726.26,245.41,171.45,2.15
201502050910_GW07_BrawlinFarFence,5,1,5/02/2015 9:10,1,1,17.3,,13982,,7.76,,,,,,3674.84,1022,1319.2,1628.92,469.22,410.93,5.84
201502050915_GW04_FairviewRoad,2,1,5/02/2015 9:15,1,1,17.6,,5241,,8.25,,,,,,1105.61,559,89.61,230.48,300.32,164.57,2.55
201502051000_GW06_BrawlinRoad,4,1,5/02/2015 10:00,1,1,19.3,,6833,,8.48,,,,,,1868.56,700,10.69,437.77,548.69,297.62,3.38
201502051125_GW13_AmarooDeep,11,1,5/02/2015 11:25,1,1,17.2,,5791,,8.03,,,,,,1471.15,407,144.05,843.62,153.27,162.88,2.34
201502060720_GW14_DinyahShallowBerthong,12,1,6/02/2015 7:20,1,1,18.6,,10525,,7.4,,,,,,2852.39,483,1240.85,931.49,969.73,349.09,11.93
201502060730_GW15_DinyahDeepBerthong,13,1,6/02/2015 7:30,1,1,19.6,,4884,,7.6,,,,,,853.97,656,952,408.22,386.76,209.34,4.27
201502060745_GW12_GlenarchyFarField,10,1,6/02/2015 7:45,1,1,18.8,,4535,,7.96,,,,,,861.62,771,230.89,567.62,123.08,146.32,2.08
201502060830_GW10_GlenarchyMiddleArtesian,8,1,6/02/2015 8:30,1,1,17.3,,3379,,8.48,,,,,,552.88,695,128.69,407,102.43,124.56,1.25
201502060950_GW11_GlenarchyCreekShallow,9,1,6/02/2015 9:50,1,1,20.1,,2736,,7.77,,,,,,437.59,656,140.37,305.4,111.39,106.86,2.68
201503140000_SW01_Coolac,24,2,14/03/2015 0:00,3,3,,,,,,,,,,,410.8,627.08,0,52.24,101.48,153.62,15.43
201503140000_SW02_HoarseLane,25,2,14/03/2015 0:00,3,3,,,,,,,,,,,273.69,629.52,0,7.13,52.78,173.97,2.51
201503140000_SW03_Cootamundry,26,2,14/03/2015 0:00,3,3,,,,,,,,,,,753.98,351.36,0,173.76,207.42,116.97,43.75
201503140000_SW09_Bongongolong,32,2,14/03/2015 0:00,3,3,,,,,,,,,,,138.2,265.96,0,50.07,41.87,46.19,6.34
201503140000_SW36_NashsLane,59,2,14/03/2015 0:00,3,3,,,1390,,7.73,,,,,,156.6,427,3.59,44.68,159.48,100.38,7.3
201503250000_SW01_Coolac,24,2,25/03/2015 0:00,1,,,,,1810,7.63,,,,,,310.8,514,59.08,101.48,52.24,135.62,15.43
201503250000_SW02_HoarseLane,25,2,25/03/2015 0:00,1,,,,,1390,8.29,,,,,,237.69,506,32.39,61.28,42.78,163.97,2.51
201503250000_SW03_Cootamundry,26,2,25/03/2015 0:00,1,,,,,1810,7.58,,,,,,453.98,188,46.64,207.42,83.76,56.97,10.75
201503250000_SW09_Bongongolong,32,2,25/03/2015 0:00,1,,,,,748,7.83,,,,,,138.2,218,12.07,55.07,41.87,46.19,6.34
201504071500_GW03_Coolac,1,1,7/04/2015 15:00,1,1,17.9,,1957,,7.97,,,,,,213.92,805,53.98,134.59,88.66,151.36,0.73
201504071610_GW09_WavehillWindmill,7,1,7/04/2015 16:10,1,1,17.2,,1382,,7.93,,,,,,115.38,449,24.41,133.43,49.12,30.24,0.65
201504071645_GW08_WavehillAnimallHospital,6,1,7/04/2015 16:45,1,1,16.8,,2503,,7.62,,,,,,344.38,727,72.85,188.2,150.78,143.71,2.42
201504081045_GW13_AmarooDeep,11,1,8/04/2015 10:45,1,1,16.4,,6231,,7.61,,,,,,1749.78,366,142.59,900.07,149.18,156.53,2.03
201504081400_GW07_BrawlinFarFence,5,1,8/04/2015 14:00,1,1,18.1,,9772,,7.44,,,,,,2120.24,754,485.85,976.28,257.69,260.21,16.17
201504081425_GW06_BrawlinRoad,4,1,8/04/2015 14:25,1,1,19.8,,7407,,7.37,,,,,,2154.33,730,6.13,420.32,549.97,300.29,3.05
201504081500_GW05_FairviewField,3,1,8/04/2015 15:00,1,1,18.2,,6309,,7.52,,,,,,1585.43,642,79.69,750.45,259.96,183.87,2.09
201504081510_GW04_FairviewRoad,2,1,8/04/2015 15:10,1,1,17.9,,5662,,7.29,,,,,,1445.17,666,83.29,318.57,423.66,220.66,3.64
201504090700_GW14_DinyahShallowBerthong,12,1,9/04/2015 7:00,1,1,19,,10646,,7.2,,,,,,2604.84,449,848.8,700.21,801.72,258.01,10.18
201504090700_GW15_DinyahDeepBerthong,13,1,9/04/2015 7:00,1,1,20.2,,5238,,7.15,,,,,,962.52,632,795.84,402.71,395.43,213.99,2.51
201504090845_GW10_GlenarchyMiddleArtesian,8,1,9/04/2015 8:45,1,1,19,,3517,,7.74,,,,,,626.38,556,150.46,386.76,111.5,130.01,1.55
201504090925_GW12_GlenarchyFarField,10,1,9/04/2015 9:25,1,1,17.8,,4939,,7.45,,,,,,945.44,888,177.98,657.58,125.63,150.04,2.22
201504091005_GW11_GlenarchyCreekShallow,9,1,9/04/2015 10:05,1,1,20.4,,2919,,7.59,,,,,,435.43,600,133.22,272.37,105.49,92.27,2.4
201504091315_GW18_DaiseyvaleDeep,16,1,9/04/2015 13:15,1,1,17.2,,1973,,8.05,,,,,,345.12,386,133.08,122.07,113.41,116.67,3.46
201504091320_GW17_DaiseyvaleShallow,15,1,9/04/2015 13:20,1,1,17.4,,2429,,7.67,,,,,,384.54,588,139.69,145.33,209.79,98.36,1.44
201504091320_GW19_MunroeDeep,17,1,9/04/2015 13:20,1,1,16.5,,2470,,8.43,,,,,,495.92,325,191.61,219.49,122.2,100.15,6.3
201504091340_GW20_MunroeShallow,18,1,9/04/2015 13:40,1,1,16.5,,2575,,7.63,,,,,,422.19,578,194.99,195.87,148.81,87.37,3.24
201504091610_GW21_DinyahHopes7Deep,19,1,9/04/2015 16:10,1,1,17.8,,4389,,7.33,,,,,,890.26,698,178.17,554.62,164.72,76.26,0.94
201504091650_GW23_DinyahLaneway,21,1,9/04/2015 16:50,1,1,18.3,,601,,8.85,,,,,,91.7,127,8.36,19.83,41.77,17.14,6.68
201504091715_GW24_DinyahCloseToHouse,22,1,9/04/2015 17:15,1,1,18,,5192,,7.04,,,,,,1505.03,271,305.38,82.7,585.24,163.63,24.85
201504100800_GW22_DinyahHopes7Shallow,20,1,10/04/2015 8:00,1,1,16.8,,8551,,7.58,,,,,,2459.64,759,414.14,1300.75,193.79,199.09,0.62
201506100000_SW01_Coolac,24,2,10/06/2015 0:00,1,,6.5,,,1348,8.68,,,,,,188.1,578,24.51,134.67,64.56,126.19,5.45
201506101105_GW03_Coolac,1,1,10/06/2015 11:05,1,1,18.4,,1819,,7.29,,,,,,232.42,813,51.3,123.53,79.62,136.97,0.6
201506101300_GW09_WavehillWindmill,7,1,10/06/2015 13:00,1,1,18,,1293,,7.57,,,,,,149.09,395,32.15,157.11,57.35,41.18,1.19
201506101335_GW08_WavehillAnimallHospital,6,1,10/06/2015 13:35,1,1,17.1,,2074,,7.45,,,,,,398.54,717,89.39,193.83,149.33,142.43,3.02
201506101500_GW07_BrawlinFarFence,5,1,10/06/2015 15:00,1,1,18,,11836,,7.52,,,,,,3607.68,954,949.5,1620.23,439.03,387.22,5.99
201506101520_GW06_BrawlinRoad,4,1,10/06/2015 15:20,1,1,17.9,,6180,,7.45,,,,,,2213.89,808,10.28,425.7,545.8,281.95,2.36
201506101600_GW05_FairviewField,3,1,10/06/2015 16:00,1,1,17.8,,5232,,7.79,,,,,,1752.11,393,99.25,706.31,242.9,158.62,1.73
201506101625_GW04_FairviewRoad,2,1,10/06/2015 16:25,1,1,17.4,,4757,,7.43,,,,,,1521.6,571,91.68,316.25,361.66,204.47,3.98
201506110750_GW21_DinyahHopes7Deep,19,1,11/06/2015 7:50,1,1,16.3,,3608,,7.31,,,,,,923.7,727,210.63,585.3,162.61,77.49,0.6
201506110925_GW23_DinyahLaneway,21,1,11/06/2015 9:25,1,1,17.2,,498.4,,7.8,,,,,,93.49,94,9.82,20.06,45.79,20.5,7.34
201506110950_GW24_DinyahCloseToHouse,22,1,11/06/2015 9:50,1,1,16.1,,4282,,7.05,,,,,,1445.11,354,301,104.43,626.74,193.26,30.77
201506111055_GW13_AmarooDeep,11,1,11/06/2015 10:55,1,1,16.2,,5075,,7.26,,,,,,1702.84,388,168.05,843.41,151.28,154.63,2.22
201506111315_GW20_MunroeShallow,18,1,11/06/2015 13:15,1,1,15.2,,2236,,8.07,,,,,,470.11,510,199.93,143.37,143.99,158.32,4.65
201506111500_GW17_DaiseyvaleShallow,15,1,11/06/2015 15:00,1,1,15.3,,1997,,7.81,,,,,,406.68,388,165.45,126.81,167.31,82.6,2.14
201506111510_GW18_DaiseyvaleDeep,16,1,11/06/2015 15:10,1,1,16.3,,1849,,7.47,,,,,,350.78,459,136.49,110.67,109.97,98.16,2.8
201506111540_GW22_DinyahHopes7Shallow,20,1,11/06/2015 15:40,1,1,16.6,,7056,,7.69,,,,,,2402.96,709,406.34,1221.63,213.74,183.21,0.93
201506120650_GW19_MunroeDeep,17,1,12/06/2015 6:50,1,1,15.5,,2316,,8.4,,,,,,458.55,537,193.35,187.41,194.05,92.99,2.97
201506120655_GW15_DinyahDeepBerthong,13,1,12/06/2015 6:55,1,1,17.4,,4327,,7.58,,,,,,1045.48,642,884.36,401.1,386.66,209.98,2.26
201506120715_GW14_DinyahShallowBerthong,12,1,12/06/2015 7:15,1,1,18,,8508,,7.34,,,,,,2706.91,508,1022.85,820.18,865.73,272.57,7.45
201506120755_GW12_GlenarchyFarField,10,1,12/06/2015 7:55,1,1,15.4,,4465,,7.83,,,,,,1090.59,734,234.72,644.16,115.2,136.79,1.75
201506120845_GW10_GlenarchyMiddleArtesian,8,1,12/06/2015 8:45,1,1,17.3,,2866,,7.91,,,,,,712.59,773,150.07,288.02,163.38,189.58,1.98
201506120955_GW11_GlenarchyCreekShallow,9,1,12/06/2015 9:55,1,1,16.7,,2418,,7.5,,,,,,475.54,722,150.87,314.12,114.98,101.09,2.27
201508180000_SW01_Coolac,24,2,18/08/2015 0:00,1,,11.1,,,447,8.63,,,,,,86.56,102,13.45,47.34,16.95,17.57,3.81
201508180000_SW03_Cootamundry,26,2,18/08/2015 0:00,1,,9.2,,,1534,7.92,,,,,,348.09,156,69.26,170.95,56.84,32.44,8.38
201508180000_SW07_RomaniEntry,30,2,18/08/2015 0:00,1,,10.2,,,384.4,8.69,,,,,,91.35,48,8.44,43.7,11.57,10.5,2.32
201508180000_SW08_SheepStation,31,2,18/08/2015 0:00,1,,11.8,,,987,8.93,,,,,,188.05,92,17.45,83.19,32.87,18.09,4.41
201508181230_GW03_Coolac,1,1,18/08/2015 12:30,1,1,18.2,,1906,,7.47,,,,,,299.91,798,44.38,118.16,76.46,131.44,0.8
201508181455_GW08_WavehillAnimallHospital,6,1,18/08/2015 14:55,1,1,16.5,,2379,,7.29,,,,,,381.98,654,81.56,176.98,132.25,122,2.71
201508181510_GW09_WavehillWindmill,7,1,18/08/2015 15:10,1,1,17.4,,1131,,7.87,,,,,,115.87,354,21,123.21,37.13,29.8,1.15
201508181600_GW06_BrawlinRoad,4,1,18/08/2015 16:00,1,1,15.1,,6950,,6.65,,,,,,2388.62,722,8.89,415.79,583.33,309.88,3.55
201508181615_GW07_BrawlinFarFence,5,1,18/08/2015 16:15,1,1,17.8,,14317,,7.18,,,,,,4563.93,954,1291.25,1948.62,555.01,520.44,8.07
201508181645_GW05_FairviewField,3,1,18/08/2015 16:45,1,1,17,,5961,,7.23,,,,,,1806.25,625,87.47,730.35,257.12,151.76,2.25
201508181700_GW04_FairviewRoad,2,1,18/08/2015 17:00,1,1,16.3,,5377,,7.44,,,,,,1536.21,615,86.34,292,407.73,207.09,3.94
201508190000_SW02_HoarseLane,25,2,19/08/2015 0:00,1,,7.3,,,1263,8.14,,,,,,155.63,497,19.04,53.02,36,133.85,2.09
201508190000_SW05_Cunjegong,28,2,19/08/2015 0:00,1,,6.8,,,605,8.24,,,,,,169.66,116,13.6,84.64,22.79,17.2,4.92
201508190000_SW06_Jindalee,29,2,19/08/2015 0:00,1,,4.1,,,1987,8.54,,,,,,331.37,369,121.19,99.42,134.26,95.79,7.08
201508190000_SW09_Bongongolong,32,2,19/08/2015 0:00,1,,7.9,,,257,8.31,,,,,,44.1,99,4.38,23.43,12.12,15.99,2.35
201508190650_GW14_DinyahShallowBerthong,12,1,19/08/2015 6:50,1,1,14.9,,8503,,7.56,,,,,,2744.52,600,1167.12,817.53,861.37,284.77,7.21
201508190700_GW15_DinyahDeepBerthong,13,1,19/08/2015 7:00,1,1,16.8,,5089,,7.38,,,,,,1097.78,644,826.49,420.34,411.55,226.44,3.02
201508191115_GW17_DaiseyvaleShallow,15,1,19/08/2015 11:15,1,1,12.4,,2319,,7.68,,,,,,405.11,561,150,120.18,169.05,78.36,1.2
201508191125_GW18_DaiseyvaleDeep,16,1,19/08/2015 11:25,1,1,15.6,,2200,,7.57,,,,,,370.83,581,144.16,110.81,196.95,101.82,1.04
201508191345_GW13_AmarooDeep,11,1,19/08/2015 13:45,1,1,16.2,,5824,,7.71,,,,,,1795.33,464,155.76,814.36,134.03,135.4,2.45
201508191400_GW16_AmarooShallow,14,1,19/08/2015 14:00,1,1,11.4,,5429,,6.93,,,,,,2180.74,388,57.44,907.57,316.45,139.23,17.3
201508191550_GW19_MunroeDeep,17,1,19/08/2015 15:50,1,1,16.4,,2490,,8,,,,,,436.6,584,174.87,166.75,162.38,87.1,3.64
201508191600_GW20_MunroeShallow,18,1,19/08/2015 16:00,1,1,11.9,,3501,,7.67,,,,,,830.73,544,225.83,229.02,249.06,137.92,4.16
201508200000_SW04_Berthong,27,2,20/08/2015 0:00,1,,6.9,,,914,8.7,,,,,,198.18,108,29.14,91.59,33.31,21.44,13.9
201508200000_SW11_Glenarchy,34,2,20/08/2015 0:00,1,,8.8,,,4163,7.86,,,,,,1028.78,506,225.72,544.87,65.76,151.61,12.05
